,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close
28,CHDC,                                        645.00,                                        -10.00,                                        -1.53,                                        642.10,                                        650.00,                                        638.00,"                                        4,856.00",                                        655.00
29,CHL,                                        207.00,                                        -3.50,                                        -1.66,                                        207.00,                                        214.00,                                        203.00,"                                        5,621.00",                                        210.50
30,CIT,"                                        1,855.00",                                        -23.10,                                        -1.23,"                                        1,883.00","                                        1,883.00","                                        1,850.00","                                        6,558.00","                                        1,878.10"
31,CLBSL,                                        760.00,                                        -6.00,                                        -0.78,                                        760.00,                                        760.10,                                        755.00,                                        324.00,                                        766.00
32,CMF1,                                        7.40,                                        0.19,                                        2.64,                                        7.35,                                        7.93,                                        7.35,"                                        4,535.00",                                        7.21
33,CORBL,                                        270.00,                                        -4.00,                                        -1.46,                                        274.00,                                        274.00,                                        265.00,"                                        1,956.00",                                        274.00
34,CYCL,"                                        1,868.00",                                        169.80,                                        10.00,"                                        1,732.10","                                        1,868.00","                                        1,732.10","                                        1,150.00","                                        1,698.20"
35,CZBIL,                                        181.00,                                        0.30,                                        0.17,                                        180.50,                                        182.00,                                        179.70,"                                        18,089.00",                                        180.70
36,DDBL,"                                        1,025.90",                                        -20.10,                                        -1.92,"                                        1,040.00","                                        1,040.00","                                        1,023.10","                                        15,215.00","                                        1,046.00"
37,DHPL,                                        173.00,                                        -2.00,                                        -1.14,                                        172.00,                                        177.00,                                        170.00,"                                        5,878.00",                                        175.00
38,DLBS,                                        376.60,                                        21.60,                                        6.08,                                        362.10,                                        376.60,                                        362.10,                                        36.00,                                        355.00
39,DORDI,                                        226.10,                                        -7.90,                                        -3.38,                                        230.20,                                        235.00,                                        217.00,"                                        4,975.00",                                        234.00
40,EBL,                                        443.00,                                        -7.00,                                        -1.56,                                        450.00,                                        450.00,                                        441.00,"                                        20,126.00",                                        450.00
41,EBLD86,                                        748.00,                                        2.00,                                        0.27,                                        745.00,                                        748.00,                                        745.00,                                        125.00,                                        746.00
42,EDBL,                                        300.00,                                        -6.00,                                        -1.96,                                        307.00,                                        307.00,                                        297.00,"                                        6,182.00",                                        306.00
43,ENL,                                        565.00,                                        -7.00,                                        -1.22,                                        565.00,                                        575.00,                                        565.00,"                                        1,360.00",                                        572.00
44,FMDBL,                                        689.00,                                        -9.00,                                        -1.29,                                        695.00,                                        696.00,                                        687.00,"                                        9,956.00",                                        698.00
45,FOWAD,"                                        2,578.00",                                        -32.00,                                        -1.23,"                                        2,640.00","                                        2,640.00","                                        2,578.00","                                        3,330.00","                                        2,610.00"
46,GBBL,                                        375.20,                                        -7.30,                                        -1.91,                                        382.00,                                        383.00,                                        375.00,"                                        17,022.00",                                        382.50
47,GBD80/81,                                        991.00,                                        3.00,                                        0.30,                                        991.00,                                        991.00,                                        991.00,                                        50.00,                                        988.00
48,GBIME,                                        214.20,                                        -7.20,                                        -3.25,                                        221.00,                                        221.00,                                        213.70,"                                        89,079.00",                                        221.40
49,GBLBS,                                        581.00,                                        -5.20,                                        -0.89,                                        597.90,                                        597.90,                                        579.00,"                                        1,209.00",                                        586.20
50,GFCL,                                        434.80,                                        -5.20,                                        -1.18,                                        448.00,                                        448.00,                                        434.70,"                                        4,236.00",                                        440.00
51,GHL,                                        188.20,                                        -7.80,                                        -3.98,                                        195.50,                                        198.40,                                        188.20,"                                        18,831.00",                                        196.00
52,GIBF1,                                        9.06,                                        0.66,                                        7.86,                                        8.56,                                        9.24,                                        8.56,                                        600.00,                                        8.40
53,GILB,"                                        1,140.00",                                        -10.00,                                        -0.87,"                                        1,130.00","                                        1,140.00","                                        1,118.00",                                        651.00,"                                        1,150.00"
54,GIMES1,                                        8.40,                                        -0.05,                                        -0.59,                                        8.61,                                        8.95,                                        8.40,"                                        184,080.00",                                        8.45
55,GLBSL,                                        771.10,                                        -9.90,                                        -1.27,                                        780.00,                                        780.00,                                        771.10,                                        258.00,                                        781.00
56,GLH,                                        240.70,                                        -0.30,                                        -0.12,                                        236.80,                                        244.00,                                        233.40,"                                        2,540.00",                                        241.00
57,GMFBS,                                        779.10,                                        -21.90,                                        -2.73,                                        801.00,                                        801.00,                                        779.10,                                        243.00,                                        801.00
58,GMFIL,                                        307.00,                                        -5.00,                                        -1.60,                                        310.00,                                        312.40,                                        306.30,"                                        3,976.00",                                        312.00
59,GRDBL,                                        222.20,                                        -5.80,                                        -2.54,                                        228.00,                                        228.00,                                        221.50,"                                        4,728.00",                                        228.00
60,GUFL,                                        510.00,                                        -14.00,                                        -2.67,                                        529.00,                                        529.00,                                        509.60,"                                        21,137.00",                                        524.00
61,GVL,                                        297.30,                                        -7.70,                                        -2.52,                                        299.00,                                        303.90,                                        294.00,"                                        10,868.00",                                        305.00
62,GWFD83,"                                        1,009.80",                                        3.80,                                        0.38,                                        990.00,"                                        1,009.80",                                        990.00,                                        200.00,"                                        1,006.00"
63,HBL,                                        323.90,                                        -5.80,                                        -1.76,                                        329.80,                                        329.80,                                        320.50,"                                        5,376.00",                                        329.70
64,HDHPC,                                        172.00,                                        -5.00,                                        -2.82,                                        176.00,                                        176.00,                                        170.50,"                                        63,160.00",                                        177.00
65,HDL,"                                        3,788.00",                                        -57.00,                                        -1.48,"                                        3,820.00","                                        3,850.00","                                        3,788.00","                                        13,252.00","                                        3,845.00"
66,HEI,                                        360.00,                                        -3.50,                                        -0.96,                                        360.10,                                        364.00,                                        359.00,"                                        6,650.00",                                        363.50
67,HEIP,                                        241.10,                                        -3.90,                                        -1.59,                                        241.10,                                        241.10,                                        241.10,                                        300.00,                                        245.00
68,HHL,                                        212.80,                                        -2.40,                                        -1.12,                                        214.00,                                        215.00,                                        207.00,"                                        4,145.00",                                        215.20
69,HIDCL,                                        165.00,                                        -2.00,                                        -1.20,                                        169.90,                                        169.90,                                        164.00,"                                        40,509.00",                                        167.00
70,HIDCLP,                                        97.00,                                        0.30,                                        0.31,                                        96.60,                                        97.00,                                        96.50,"                                        4,300.00",                                        96.70
71,HPPL,                                        242.30,                                        -5.10,                                        -2.06,                                        245.00,                                        249.00,                                        242.20,"                                        12,287.00",                                        247.40
72,HURJA,                                        197.00,                                        -6.00,                                        -2.96,                                        199.00,                                        200.00,                                        197.00,"                                        4,444.00",                                        203.00
73,ICFC,                                        416.10,                                        -7.90,                                        -1.86,                                        420.10,                                        425.00,                                        415.00,"                                        14,028.00",                                        424.00
74,ICFCD83,"                                        1,005.00",                                        -20.00,                                        -1.95,"                                        1,015.00","                                        1,015.00","                                        1,005.00",                                        220.00,"                                        1,025.00"
75,IGI,                                        360.80,                                        -2.20,                                        -0.61,                                        360.00,                                        362.00,                                        355.00,"                                        5,147.00",                                        363.00
76,ILBS,                                        879.00,                                        -18.00,                                        -2.01,                                        879.20,                                        892.00,                                        860.00,"                                        1,553.00",                                        897.00
77,JALPA,"                                        3,365.50",                                        -44.50,                                        -1.30,"                                        3,380.00","                                        3,400.00","                                        3,352.20","                                        1,674.00","                                        3,410.00"
78,JBBL,                                        271.10,                                        -5.90,                                        -2.13,                                        276.00,                                        277.00,                                        271.00,"                                        17,041.00",                                        277.00
79,JBLB,"                                        2,733.00",                                        -39.00,                                        -1.41,"                                        2,772.00","                                        2,780.00","                                        2,719.00","                                        3,864.00","                                        2,772.00"
80,JFL,                                        364.20,                                        -12.80,                                        -3.40,                                        369.50,                                        372.00,                                        364.20,"                                        6,029.00",                                        377.00
81,JOSHI,                                        180.00,                                        -3.50,                                        -1.91,                                        183.00,                                        186.60,                                        180.00,"                                        8,521.00",                                        183.50
82,JSLBB,"                                        1,570.00",                                        -29.00,                                        -1.81,"                                        1,629.00","                                        1,629.00","                                        1,568.00",                                        767.00,"                                        1,599.00"
83,KBL,                                        183.00,                                        -1.00,                                        -0.54,                                        184.00,                                        187.40,                                        182.50,"                                        43,691.00",                                        184.00
84,KDBY,                                        8.75,                                        0.17,                                        1.98,                                        8.41,                                        8.75,                                        8.00,"                                        3,000.00",                                        8.58
85,KEF,                                        8.04,                                        -0.18,                                        -2.19,                                        8.06,                                        8.16,                                        8.00,"                                        9,400.00",                                        8.22
86,KKHC,                                        174.50,                                        -3.50,                                        -1.97,                                        178.00,                                        178.00,                                        172.00,"                                        3,920.00",                                        178.00
87,KLBS,                                        458.20,                                        17.70,                                        4.02,                                        449.30,                                        458.20,                                        449.30,                                        20.00,                                        440.50
88,KLBSL,                                        790.00,                                        10.00,                                        1.28,                                        780.00,                                        790.00,                                        771.00,                                        459.00,                                        780.00
89,KMCDB,                                        865.00,                                        -10.10,                                        -1.15,                                        861.00,                                        871.00,                                        861.00,                                        847.00,                                        875.10
90,KPCL,                                        315.00,                                        -3.00,                                        -0.94,                                        318.00,                                        318.00,                                        312.00,"                                        2,352.00",                                        318.00
91,KRBL,                                        246.00,                                        -2.50,                                        -1.01,                                        245.00,                                        249.00,                                        240.10,"                                        11,918.00",                                        248.50
92,KSBBL,                                        302.90,                                        -2.10,                                        -0.69,                                        303.00,                                        305.00,                                        300.40,"                                        18,115.00",                                        305.00
93,LBBL,                                        315.50,                                        -8.50,                                        -2.62,                                        321.00,                                        322.00,                                        315.00,"                                        14,596.00",                                        324.00
94,LBL,                                        191.00,                                        -9.00,                                        -4.50,                                        200.00,                                        200.00,                                        190.00,"                                        36,832.00",                                        200.00
95,LEC,                                        215.00,                                        -1.00,                                        -0.46,                                        211.90,                                        220.00,                                        211.80,"                                        2,479.00",                                        216.00
96,LEMF,                                        7.99,                                        0.19,                                        2.44,                                        7.95,                                        8.10,                                        7.95,                                        595.00,                                        7.80
97,LICN,"                                        1,410.00",                                        -7.90,                                        -0.56,"                                        1,417.90","                                        1,417.90","                                        1,392.00","                                        6,756.00","                                        1,417.90"
98,LLBS,"                                        1,028.00",                                        -19.00,                                        -1.81,"                                        1,028.00","                                        1,040.00","                                        1,028.00",                                        489.00,"                                        1,047.00"
99,LUK,                                        7.70,                                        -0.25,                                        -3.14,                                        7.81,                                        7.81,                                        7.66,"                                        8,000.00",                                        7.95
100,MBJC,                                        206.20,                                        -3.60,                                        -1.72,                                        205.70,                                        209.00,                                        205.70,"                                        5,779.00",                                        209.80
101,MBL,                                        218.00,                                        -2.00,                                        -0.91,                                        218.00,                                        220.00,                                        217.10,"                                        11,124.00",                                        220.00
102,MDB,                                        377.10,                                        -6.40,                                        -1.67,                                        380.70,                                        380.70,                                        377.10,"                                        7,964.00",                                        383.50
103,MDBPO,                                        160.90,                                        -9.90,                                        -5.80,                                        167.40,                                        167.40,                                        160.90,"                                        8,289.00",                                        170.80
104,MEGA,                                        196.30,                                        -8.32,                                        -4.07,                                        205.00,                                        205.00,                                        196.20,"                                        53,477.00",                                        204.62
105,MEN,                                        720.00,                                        -19.00,                                        -2.57,                                        724.30,                                        730.00,                                        712.00,"                                        1,300.00",                                        739.00
106,MERO,                                        755.20,                                        -14.80,                                        -1.92,                                        755.00,                                        761.00,                                        755.00,"                                        1,262.00",                                        770.00
107,MFIL,                                        411.10,                                        -7.90,                                        -1.89,                                        421.00,                                        424.00,                                        411.00,"                                        12,357.00",                                        419.00
108,MHL,                                        315.00,                                        0.90,                                        0.29,                                        308.00,                                        315.00,                                        302.00,"                                        1,940.00",                                        314.10
109,MHNL,                                        247.00,                                        -5.90,                                        -2.33,                                        248.10,                                        251.00,                                        243.00,"                                        8,790.00",                                        252.90
110,MKJC,                                        438.00,                                        38.00,                                        9.50,                                        392.00,                                        440.00,                                        387.10,"                                        5,555.00",                                        400.00
111,MKLB,                                        850.00,                                        15.80,                                        1.89,                                        830.00,                                        850.00,                                        820.00,                                        517.00,                                        834.20
112,MLBBL,                                        980.00,                                        -30.00,                                        -2.97,"                                        1,010.00","                                        1,015.00",                                        972.00,                                        554.00,"                                        1,010.00"
113,MLBL,                                        335.00,                                        -6.00,                                        -1.76,                                        336.20,                                        341.00,                                        335.00,"                                        19,364.00",                                        341.00
114,MLBS,"                                        1,018.00",                                        23.30,                                        2.34,"                                        1,012.00","                                        1,018.00",                                        995.00,                                        280.00,                                        994.70
115,MLBSL,"                                        4,028.00",                                        23.00,                                        0.57,"                                        4,050.00","                                        4,050.00","                                        3,970.00",                                        887.00,"                                        4,005.00"
116,MMF1,                                        7.17,                                        0.10,                                        1.41,                                        7.00,                                        7.17,                                        7.00,"                                        120,800.00",                                        7.07
117,MMFDB,                                        878.30,                                        -15.70,                                        -1.76,                                        888.00,                                        890.00,                                        877.00,                                        954.00,                                        894.00
118,MNBBL,                                        416.00,                                        -6.50,                                        -1.54,                                        417.00,                                        420.00,                                        413.00,"                                        12,794.00",                                        422.50
119,MPFL,                                        300.00,                                        2.00,                                        0.67,                                        293.00,                                        301.00,                                        293.00,"                                        4,377.00",                                        298.00
120,MSLB,"                                        1,027.00",                                        17.60,                                        1.74,"                                        1,010.00","                                        1,029.00","                                        1,010.00",                                        31.00,"                                        1,009.40"
121,NABBC,                                        345.10,                                        -3.00,                                        -0.86,                                        347.30,                                        354.00,                                        345.00,"                                        3,232.00",                                        348.10
122,NABIL,                                        846.00,                                        -35.00,                                        -3.97,                                        880.00,                                        880.00,                                        842.80,"                                        87,795.00",                                        881.00
123,NADEP,                                        701.40,                                        -77.90,                                        -10.00,                                        785.00,                                        785.00,                                        701.40,"                                        6,092.00",                                        779.30
124,NBF2,                                        7.59,                                        -0.30,                                        -3.80,                                        7.95,                                        7.95,                                        7.45,"                                        23,600.00",                                        7.89
125,NBF3,                                        7.20,                                        -0.22,                                        -2.96,                                        7.30,                                        7.30,                                        7.15,"                                        39,054.00",                                        7.42
126,NBL,                                        274.00,                                        -1.50,                                        -0.54,                                        276.10,                                        278.00,                                        273.20,"                                        32,587.00",                                        275.50
127,NBLD87,                                        845.20,                                        -17.20,                                        -1.99,                                        845.20,                                        845.20,                                        845.20,                                        20.00,                                        862.40
128,NCCB,                                        180.00,                                        -1.80,                                        -0.99,                                        184.40,                                        185.10,                                        177.90,"                                        43,497.00",                                        181.80
129,NEF,                                        7.94,                                        -0.06,                                        -0.75,                                        7.90,                                        8.00,                                        7.90,"                                        43,783.00",                                        8.00
130,NESDO,"                                        3,358.00",                                        -32.00,                                        -0.94,"                                        3,330.00","                                        3,366.00","                                        3,330.00","                                        4,179.00","                                        3,390.00"
131,NFS,                                        253.90,                                        -6.10,                                        -2.35,                                        254.80,                                        256.00,                                        251.00,"                                        11,497.00",                                        260.00
132,NGPL,                                        202.00,                                        -3.90,                                        -1.89,                                        205.00,                                        207.00,                                        202.00,"                                        73,331.00",                                        205.90
133,NHDL,                                        310.00,                                        -5.40,                                        -1.71,                                        310.00,                                        326.00,                                        309.90,"                                        5,502.00",                                        315.40
134,NHPC,                                        197.00,                                        -1.10,                                        -0.56,                                        200.90,                                        203.80,                                        196.10,"                                        35,359.00",                                        198.10
135,NIB,                                        221.50,                                        -13.50,                                        -5.74,                                        231.00,                                        232.00,                                        221.20,"                                        45,184.00",                                        235.00
136,NIBD2082,                                        965.90,                                        18.90,                                        2.00,                                        949.00,                                        965.90,                                        949.00,                                        455.00,                                        947.00
137,NIBLPF,                                        8.00,                                        -0.10,                                        -1.23,                                        8.00,                                        8.00,                                        8.00,"                                        4,000.00",                                        8.10
138,NIBPO,                                        221.60,                                        -4.40,                                        -1.95,                                        221.60,                                        221.60,                                        221.60,                                        20.00,                                        226.00
139,NIBSF2,                                        7.00,                                        -0.10,                                        -1.41,                                        7.05,                                        7.20,                                        6.95,"                                        15,820.00",                                        7.10
140,NICA,                                        670.10,                                        -18.20,                                        -2.64,                                        675.00,                                        685.00,                                        670.10,"                                        57,943.00",                                        688.30
141,NICBF,                                        8.40,                                        -0.08,                                        -0.94,                                        8.50,                                        8.55,                                        8.40,"                                        8,800.00",                                        8.48
142,NICFC,                                        7.78,                                        -0.08,                                        -1.02,                                        7.75,                                        7.93,                                        7.75,"                                        52,690.00",                                        7.86
143,NICGF,                                        8.93,                                        -0.08,                                        -0.89,                                        8.83,                                        9.01,                                        8.83,"                                        7,675.00",                                        9.01
144,NICL,                                        416.00,                                        -0.50,                                        -0.12,                                        415.00,                                        419.00,                                        412.00,"                                        6,634.00",                                        416.50
145,NICLBSL,                                        710.00,                                        -10.00,                                        -1.39,                                        710.00,                                        717.00,                                        703.00,"                                        3,439.00",                                        720.00
146,NICSF,                                        7.93,                                        0.00,                                        0.00,                                        7.78,                                        7.93,                                        7.78,"                                        13,400.00",                                        7.93
147,NIFRA,                                        183.00,                                        -2.00,                                        -1.08,                                        188.00,                                        188.00,                                        183.00,"                                        44,083.00",                                        185.00
148,NIL,                                        715.00,                                        0.00,                                        0.00,                                        708.00,                                        719.50,                                        702.00,"                                        5,949.00",                                        715.00
149,NLBBL,                                        800.00,                                        -15.10,                                        -1.85,                                        830.00,                                        830.00,                                        800.00,"                                        1,044.00",                                        815.10
150,NLG,                                        469.00,                                        -10.00,                                        -2.09,                                        475.00,                                        475.00,                                        463.00,"                                        2,424.00",                                        479.00
151,NLIC,                                        605.00,                                        -7.30,                                        -1.19,                                        615.00,                                        615.00,                                        601.10,"                                        22,338.00",                                        612.30
152,NLICL,                                        500.00,                                        -5.00,                                        -0.99,                                        508.90,                                        508.90,                                        500.00,"                                        11,653.00",                                        505.00
153,NLO,                                        241.20,                                        0.00,                                        0.00,                                        241.20,                                        241.20,                                        241.20,                                        9.00,                                        241.20
154,NMB,                                        232.00,                                        -2.50,                                        -1.07,                                        234.00,                                        234.00,                                        230.00,"                                        43,742.00",                                        234.50
155,NMB50,                                        8.73,                                        0.18,                                        2.11,                                        8.41,                                        8.73,                                        8.41,"                                        2,000.00",                                        8.55
156,NMBHF1,                                        8.96,                                        -0.19,                                        -2.08,                                        9.01,                                        9.14,                                        8.79,"                                        59,567.00",                                        9.15
157,NMBMF,                                        652.00,                                        -14.10,                                        -2.12,                                        658.00,                                        658.00,                                        652.00,                                        714.00,                                        666.10
158,NMFBS,"                                        2,028.00",                                        -32.00,                                        -1.55,"                                        2,100.00","                                        2,100.00","                                        2,010.00","                                        4,733.00","                                        2,060.00"
159,NRIC,                                        675.00,                                        -13.10,                                        -1.90,                                        689.00,                                        690.00,                                        670.50,"                                        26,088.00",                                        688.10
160,NRN,                                        400.00,                                        -8.80,                                        -2.15,                                        416.00,                                        416.00,                                        395.00,"                                        10,350.00",                                        408.80
161,NSLB,                                        725.00,                                        -25.00,                                        -3.33,                                        745.00,                                        745.00,                                        721.00,                                        443.00,                                        750.00
162,NTC,                                        858.00,                                        -10.60,                                        -1.22,                                        879.00,                                        885.90,                                        858.00,"                                        14,323.00",                                        868.60
163,NUBL,                                        887.50,                                        -7.50,                                        -0.84,                                        881.00,                                        895.00,                                        880.00,"                                        2,409.00",                                        895.00
164,NYADI,                                        270.00,                                        -4.00,                                        -1.46,                                        275.00,                                        277.00,                                        270.00,"                                        1,090.00",                                        274.00
165,OHL,                                        482.00,                                        -8.00,                                        -1.63,                                        485.00,                                        489.90,                                        481.00,"                                        1,076.00",                                        490.00
166,PBD88,                                        825.10,                                        -8.80,                                        -1.06,                                        825.10,                                        825.10,                                        825.10,                                        40.00,                                        833.90
167,PCBL,                                        225.80,                                        -1.10,                                        -0.48,                                        226.50,                                        230.00,                                        223.00,"                                        30,410.00",                                        226.90
168,PFL,                                        330.00,                                        -4.80,                                        -1.43,                                        328.30,                                        332.00,                                        326.10,"                                        5,156.00",                                        334.80
169,PIC,                                        509.00,                                        -11.00,                                        -2.12,                                        519.00,                                        525.00,                                        508.10,"                                        4,055.00",                                        520.00
170,PICL,                                        336.60,                                        -8.40,                                        -2.43,                                        340.00,                                        340.00,                                        336.60,"                                        4,795.00",                                        345.00
171,PMHPL,                                        191.00,                                        -6.00,                                        -3.05,                                        193.10,                                        196.00,                                        189.30,"                                        5,023.00",                                        197.00
172,PPCL,                                        273.50,                                        -20.50,                                        -6.97,                                        288.20,                                        288.20,                                        271.50,"                                        25,307.00",                                        294.00
173,PPL,                                        198.00,                                        -3.50,                                        -1.74,                                        201.60,                                        201.60,                                        198.00,"                                        6,901.00",                                        201.50
174,PRIN,                                        409.00,                                        -10.00,                                        -2.39,                                        412.10,                                        415.00,                                        400.00,"                                        7,018.00",                                        419.00
175,PROFL,                                        276.90,                                        -4.10,                                        -1.46,                                        276.00,                                        280.10,                                        276.00,"                                        6,048.00",                                        281.00
176,PRVU,                                        199.50,                                        -3.40,                                        -1.68,                                        200.20,                                        204.00,                                        198.60,"                                        41,104.00",                                        202.90
177,PSF,                                        7.67,                                        -0.04,                                        -0.52,                                        7.71,                                        7.79,                                        7.60,"                                        10,000.00",                                        7.71
178,RADHI,                                        214.00,                                        -2.00,                                        -0.93,                                        216.00,                                        219.00,                                        212.00,"                                        4,344.00",                                        216.00
179,RBCL,"                                        12,405.00",                                        -156.00,                                        -1.24,"                                        12,685.00","                                        12,685.00","                                        12,405.00",                                        110.00,"                                        12,561.00"
180,RBCLPO,"                                        10,000.00",                                        49.00,                                        0.49,"                                        10,150.00","                                        10,150.00","                                        9,947.00",                                        40.00,"                                        9,951.00"
181,RFPL,                                        221.50,                                        -7.50,                                        -3.28,                                        230.00,                                        230.00,                                        220.80,"                                        4,220.00",                                        229.00
182,RHGCL,                                        205.00,                                        -3.00,                                        -1.44,                                        204.10,                                        208.00,                                        201.20,"                                        9,442.00",                                        208.00
183,RHPL,                                        222.00,                                        -3.20,                                        -1.42,                                        224.50,                                        226.00,                                        221.00,"                                        14,067.00",                                        225.20
184,RIDI,                                        484.20,                                        -9.90,                                        -2.00,                                        500.00,                                        500.00,                                        483.00,"                                        65,916.00",                                        494.10
185,RLFL,                                        293.00,                                        -4.00,                                        -1.35,                                        293.00,                                        300.00,                                        290.00,"                                        10,648.00",                                        297.00
186,RMDC,                                        950.50,                                        -22.50,                                        -2.31,                                        979.00,                                        979.00,                                        945.00,"                                        15,717.00",                                        973.00
187,RMF1,                                        7.56,                                        -0.19,                                        -2.45,                                        7.60,                                        7.70,                                        7.56,"                                        8,100.00",                                        7.75
188,RSDC,                                        513.00,                                        -15.10,                                        -2.86,                                        520.00,                                        520.00,                                        510.00,"                                        2,285.00",                                        528.10
189,RULB,                                        870.00,                                        -14.10,                                        -1.59,                                        867.20,                                        885.00,                                        867.20,                                        940.00,                                        884.10
190,RURU,                                        729.80,                                        14.80,                                        2.07,                                        701.00,                                        729.90,                                        701.00,"                                        2,225.00",                                        715.00
191,SABSL,                                        902.00,                                        0.40,                                        0.04,                                        890.10,                                        919.00,                                        885.00,                                        640.00,                                        901.60
192,SADBL,                                        298.90,                                        1.60,                                        0.54,                                        294.20,                                        300.00,                                        294.20,"                                        8,524.00",                                        297.30
193,SAEF,                                        9.71,                                        -0.01,                                        -0.10,                                        9.65,                                        9.80,                                        9.64,"                                        65,650.00",                                        9.72
194,SAHAS,                                        440.00,                                        -2.00,                                        -0.45,                                        436.00,                                        440.00,                                        434.50,"                                        12,325.00",                                        442.00
195,SANIMA,                                        226.60,                                        -7.50,                                        -3.20,                                        231.00,                                        231.50,                                        226.60,"                                        24,436.00",                                        234.10
196,SAPDBL,                                        217.90,                                        -0.90,                                        -0.41,                                        219.00,                                        219.00,                                        215.00,"                                        4,092.00",                                        218.80
197,SBCF,                                        7.30,                                        0.15,                                        2.10,                                        7.01,                                        7.30,                                        7.01,"                                        3,760.00",                                        7.15
198,SBD87,                                        752.00,                                        11.80,                                        1.59,                                        752.00,                                        752.00,                                        752.00,                                        25.00,                                        740.20
199,SBI,                                        281.00,                                        -5.00,                                        -1.75,                                        282.10,                                        284.00,                                        277.20,"                                        9,412.00",                                        286.00
200,SBID83,                                        900.00,                                        4.00,                                        0.45,                                        900.00,                                        900.00,                                        900.00,                                        75.00,                                        896.00
201,SBL,                                        314.70,                                        -5.30,                                        -1.66,                                        320.00,                                        320.00,                                        314.70,"                                        27,738.00",                                        320.00
202,SCB,                                        402.80,                                        0.10,                                        0.02,                                        398.00,                                        404.00,                                        396.00,"                                        9,534.00",                                        402.70
